10 1  112500                                                                    
 103 107 108 112 106 109 111 115 111 116 118 119 118 116 115 113 116 119 127 136
 136 135 133 132 130 122 130 138 131 134 136 138 136 137 138 143 145 147 146 142
 1  50000  50000  50000  50000  50000  50000   562500 4777500  187500 0   406438
 2  50000  50000  50000  50000  50000  50000   562500 4777500  187500 0   406438
 3  50000  50000  50000  50000  50000  50000   562500 4777500  187500 0   406438
 4  50000  50000  50000  50000  50000  50000   562500 4777500  187500 0   406438
 5  50000  50000  50000  50000  50000  50000   562500 4777500  187500 0   406438
 6  50000  50000  50000  50000  50000  50000   562500 4777500  187500 0   406438
 7  50000  50000  50000  50000  50000  50000   562500 4777500  187500 0   406438
 8  50000  50000  50000  50000  50000  50000   562500 4777500  187500 0   406438
 9  50000  50000  50000  50000  50000  50000   562500 4777500  187500 0   406438
10  50000  50000  50000  50000  50000  50000   562500 4777500  187500 0   406438
