4501 LOCK STATEMENT           MISSING LEFT PARENTHESIS IN LOCK STATEMENT        
4511 LOCK STATEMENT           IMPROPER FILE IN LOCK STATEMENT                   
4521 LOCK STATEMENT           MISSING COMMA IN LOCK STATEMENT                   
4531 LOCK STATEMENT           IMPROPER UNIT DISPOSITION PART IN LOCK STATEMENT. 
4541 LOCK STATEMENT           MISSING RIGHT PARENTHESIS IN LOCK STATEMENT       
4551 CLOSE STATEMENT          MISSING LEFT PARENTHESIS IN CLOSE STATEMENT       
4561 CLOSE  TATEMENT          IMPROPER FILE IN CLOSE STATEMENT                  
4571 CLOSE STATEMENT          MISSING COMMA IN CLOSE STATEMENT                  
4581 CLOSE STATEMENT          IMPROPER UNIT DISPOSITION PART IN CLOSE STATEMENT.
4591 CLOSE STATEMENT          MISSING RIGHT PARENTHESIS IN CLOSE STATEMENT      
4601 REWIND STATEMENT         MISSING LEFT PARENTHESIS IN REWIND STATEMENT      
4611 REWIND STATEMENT         IMPROPER FILE PART IN REWIND STATEMENT            
4621 REWIND STATEMENT         MISSING RIGHT PARENTHESIS IN REWIND STATEMENT     
4631 BLOCK                    MONITOR DECLARATION IN SPECIFICATION OF PROCEDURE 
4641 BLOCK                    DUMP DECLARATION IN SPECIFICATION OF PROCEDURE    
4651 BLOCK                    DUMP INDICATOR MUST BE UNSIGNED INTEGER OR        
4652                          SIMPLE VARIABLE.                                  
4751 LISTGEN                  FOR LISTNAME NOT FOLLOWED BY DO                   
4761 LISTGEN                  EXPLICIT LISTS MAY NOT BE RECURSIVE.              
4891 POLISHER                 ERROR IN POLISH STRING                            
5001 SUBPROGRAM               ILLEGAL SUBPROGRAM TAPE IDENTIFIER                
5011 SUBPROGRAM               SUBPROGRAM IDENTIFIER NOT IN DIRECTORY            
5021 SUBPROGRAM               ILLEGAL SUBPROGRAM START POINT                    
5031 SUBPROGRAM               SEPARATOR REQUIRED BETWEEN START POINT AND        
5032                          LENGTH ON SUBPROGRAM CARD                         
5041 SUBPROGRAM               ILLEGAL SUBPROGRAM LENGTH                         
5051 SUBPROGRAM               MISSING BRACKET ON SUBPROGRAM CARD                
5071 SUBPROGRAM               MAGNETIC TAPE POSITIONING ERROR - RECOMPILE       
5081 TSS                      CONSTRUCT NOT ALLOWED ON TIME-SHARING SYSTEM      
5091                          NON-LITERAL FILE VALUE NOT GLOBAL TO FILE         
5092                         DECLARATION                                        
5101 LISTGEN                  FOR LIST DO MAY BE USED ONLY IN PROCEDURES.       
6001 ARRAYDEC                ARRAY SIZE TOO LARGE.                              
6011 FORMALARRAY             NUMBER OF DIMENSIONS EXCEEDS 7.                    
6021 NEWINTRINSIC            RECALL CANNOT BE USED WITHOUT REMEMBER             
6022                         AND VICE VERSA.                                    
6031 EMIT                    LOCAL STRING TOO LARGE                             
6041 EMIT                    INTERNAL STRING EXPRESSION JUMP TOO LONG.          
6056 IT                      MISSING NUMBER OR NUMBER TOO LARGE.                
6061 ANYWHERE                MISSING COMMA.                                     
6071 ANYWHERE                MISSING RIGHT BRACKET.                             
6081 RPROP                   MISSING RECORD TYPE.                               
6091 CONVAL                  MISSING OR ILLEGAL NUMBER.                         
6101 ARAY                    ARRAY ROW NOT ALLOWED HERE.                        
6111 DBLPRIM                 DOUBLE PRIMARY MAY NOT BEGIN WITH                  
6112                         QUANITY OF THIS TYPE.                              
6121 REXP                    ILLEGAL RECORD EXPRESSION                          
6131 REXP                    RECORD CLASSES DO NOT AGREE.                       
6141 FIELDINDEX              MISSING RIGHT BRACKET.                             
6151 GENQUOTE                ILLEGAL LIST ITEM.                                 
6161 GENQUOTE                TOO MANY RIGHT PARENTHESES IN LIST                 
6171 CHAINOP                  MISSING ASSIGNMENT OPERATOR IN ASSIGNMENT         
6172                          STATEMENT                                         
6181 SYMBOLEXP               ILLEGAL SYMBOL EXPRESSION.                         
6191 RETURN                  RETURN USED OUTSIDE OF SCOPE.                      
6201 EXIT                    EXIT USED OUTSIDE OF SCOPE.                        
6211 RECLAIM                 SYMBOL REFERENCES CANNOT BE EXPLICITLY             
6212                         RECLAIMED WHEN USING AUTOMATIC STORAGE             
6213                         RECLAMATION.                                       
6221 RECALL-REMEMBER         ILLEGAL FILE IDENTIFIER.                           
6231 PRINT                   PRINT STRING TOO LARGE.                            
6241 IOSTMT                  ILLEGAL FILE OR PROCEDURE IDENTIFIER               
6242                         IN INPUT OR OUTPUT STATEMENT.                      
6251 IOSTMT                  ILLEGAL STRING IDENTIFIER IN IO STATEMENT.         
6261 NOGO                    THIS DESIGNATIONAL EXPRESSION NOT PERMITTED        
6262                         WHEN USING AUTOMATIC STORAGE RECLAMATION.          
6271 RECORDGEN               UNDEFINED FIELD IDENTIFIER IN RECORD GENERATOR.    
6281 FILEDGEN                A FIELD CANNOT BE A FORMAL PARAMETER.              
6291 FILEDGEN                ILLEGAL FIELD DECLARATION.                         
6301 FILEDGEN                FIELD PREVIOUSLY DECLARED IN SAME BLOCK.           
6311 FILEDGEN                MISSING COLON.                                     
6321 FILEDGEN                FIELD TOO SMALL FOR REFERENCE VALUE.               
6331 RECORDGEN               NUMBER OF RECORD CLASSES EXCEEDS 30.               
6341 STRINGEN                DECLARED STRING LENGTH EXCEEDS 8134 CHARACTERS.    
6351 RECORDGEN.              ACTUAL NUMBER OF SUBSCRIPTS OF INDEXED             
6352                         FIELD IS NOT EQUAL TO DECLARED NUMBER.             
6361 FIELDC                  FIELD NOT CONTAINED IN GIVEN RECORD CLASS.         
6371 GENQUOTE                MISSING QUOTE IN QUOTED SYMBOL EXPRESSION.         
6381 PRINT                   UNPRINTABLE EXPRESSION.                            
6391 SYMBOLDEFINE            ILLEGAL PROPERTY LIST ELEMENT.                     
6401 SYMBOLDEFINE            MISSING RIGHT BRACKET IN SYMBOL DEFINE.            
6411 SYMBOLDEFINE            ATOMIC SYMBOL MUST PRECEDE PROPERTY LIST PART.     
6421 SYMBOLDEFINE            MISSING COLON.                                     
6431 LISTELEMENT             ILLEGAL LIST ELEMENT.                              
6441 IOSTMT                  MISSING INPUT STATEMENT.                           
6451 IOSTMT                  MISSING OUTPUT STATEMENT.                          
6461                          MISSING IN OR OUT FILE DECLARATION.               
6471                          BUFFER LENGTH MUST BE DECLARED TO BE 5 (WORDS)    
6472                          IN FILE DECLARATION.                              
6481                          BUFFER LENGTH MUST BE UNSIGNED INTEGER IN         
6482                          REMOTE FILE OR RECORD FILE DECLARATION.           
6491                          INPUT STRING LENGTH PLUS LEFT MARGIN MUST BE      
6492                          GREATER THAN 60 CHARACTERS.                       
6501                          LABEL MUST BE DECLARED IN OUTERMOST BLOCK.        
6511                          THE SAME OUTPUT STRING VARIABLE MUST APPEAR       
6512                          IN MULTIPLE OCCURANCES OF THE REMOTE TERMINAL     
6513                          OUTPUT STATEMENT.                                 
6531                          MISSING INPUT OR OUTPUT STATEMENT FOR REMOTE      
6532                          TERMINAL FILE.                                    
6541                          MISSING OR ILLEGAL LABEL IDENTIFIER IN            
6542                          REMOTE TERMINAL OUTPUT STATEMENT.                 
6551                          RECORD FILE MUST BE DECLARED IN SAME BLOCK        
6552                          AS RECORD CLASS IDENTIFIER.                       
6561                          ILLEGAL DISK FILE IDENTIFIER IN RECORD            
6562                          CLASS DECLARATION.                                
6571                          MISSING DISK FILE IDENTIFIER IN RECORD            
6572                          CLASS DECLARATION.                                
6581                          NUMBER OF RECORD CLASS IDENTIFIERS                
6582                          ASSOCIATED WITH GIVEN RECORD FILE EXCEEDS 31.     
6591                          RECORD SIZE EXCEEDS SIZE OF LOGICAL RECORD        
6592                          IN RECORD FILE.                                   
6611                          MISSING UNSIGNED CONSTANT IN WAIT PART OF         
6601                          ILLEGAL USE OF RETURN STATEMENT IN SYMBOL FORMAT. 
6612                          FILE REMOTE DECLARATION.                          
6621                          MISSING OR ILLEGAL FILE IDENTIFIER IN             
6622                          RECORD FILE REFERENCE.                            
6631                          IDENTIFIERS IN SYMBOL FORMAT INFO DECLARATION     
6632                          MUST BE DECLARED IN OUTER BLOCK.                  
6641                          SYMBOL FORMAT CLASS VARIABLE PREVIOUSLY DECLARED  
6651                          SYMBOL FORMAT GETNEXT PROCEDURE PREVIOUSLY        
6652                          DECLARED                                          
6661                          ILLEGAL FORMAL PARAMETER IN SYMBOL FORMAT ERROR   
6662                          PROCEDURE                                         
6671                          ILLEGAL SYMBOL FORMAT INFO DECLARATION            
6681                          MISSING ATOMIC SYMBOL IN SYMBOL FORMAT TERMINAL   
6682                          COMPONENT                                         
6691                          MISSING OR ILLEGAL SYMBOL FORMAT TERMINAL         
6702                          TERMINAL COMPONENT SEQUENCE                       
6701                          NONDECREASING CLASS ASSIGNMENT IN SYMBOL FORMAT   
6692                          COMPONENT                                         
6711                          GETNEXT PROCEDURE AND/OR CLASS VARIABLE SHOULD    
6712                          HAVE BEEN DECLARED PREVIOUSLY IN SYMBOL FORMAT    
6713                          DECLARATION                                       
6721                          MISSING [ IN SYMBOL FORMAT DECLARATION            
6731                          CLASS ASSIGNMENT IN SYMBOL FORMAT TERMINAL        
6732                          MATCHING SEQUENCE MUST BE CONSECUTIVE FOR SYMBOL  
6733                          FORMAT SWITCH                                     
6741                          TOO MANY FIRST TERMINAL COMPONENTS IN SYMBOL      
6742                          FORMAT SWITCH (GREATER THAN 127)                  
6751                          MISSING ERROR PROCEDURE IN SYMBOL FORMAT          
6752                          DECLARATION                                       
6761                          FIRST COMPONENT OF SYMBOL FORMAT SWITCH MATCHING  
6762                          SEQUENCE MUST BE A TERMINAL COMPONENT             
6771                          MISSING MATCHING COMPONENTS IN SYMBOL FORMAT      
6781                          MISSING OR ILLEGAL ERROR LABEL IN SYMBOL FORMAT   
6782                          STATEMENT                                         
6791                          MISSING REMOTE TERMINAL I/O DECLARATIONS          
6801                          MISSING SYMBOL FORMAT IDENTIFIER IN TWXLOOP       
6811                          MISSING COLON IN FIELD ASSIGNMENT CONS            
6821                          MISSING FIELD IDENTIFIER IN FIELD ASSIGNMENT CONS 
6831                          IDENTIFIER MUST BE DECLARED IN OUTERMOST BLOCK    
6841                          ONLY SINGLE DIMENSIONAL ARRAYS ARE                
6842                          PERMITTED AS STRING EXPRESSION PRIMARIES.         
6861                          ILLEGAL ARGUMENT OF CONVAL FUNCTION.              
6852                          STATEMENT.                                        
6851                          MISSING ASSIGNMENT OPERATOR IN FIELD ASSIGNMENT   
6871                          OCTAL STRING PRIMARY PERMITTED ONLY IN STRING     
6872                          ASSIGNMENT STATEMENTS.                            
6881                          MISSING ATOMIC SYMBOL IN SYMBOL DEFINE            
6882                          DECLARATION.                                      
6891                          MISSING STRING VARIABLE IN STRING SUBST PRIMARY.  
6901                          ONLY INTEGER CONSTANTS CAN APPEAR IN STRING       
6902                          SUBST PRIMARY.                                    
6911                          ILLEGAL LENGTH SPECIFICATION IN STRING VARIABLE   
6912                          IN SUBST.                                         
6921                          MISSING SUBSTITUTION CHARACTER IN SUBST.          
6931                          LEFT MARGIN GREATER THAN OUTPUT STRING            
6932                          VARIABLE LENGTH.                                  
6941                          INPUT STRING VARIABLE DIFFERS IN MULTIPLE         
6942                          OCCURANCES OF REMOTE TERMINAL INPUT STATEMENT.    
6951                          ILLEGAL RECORD FILE DECLARATION.                  
6961                          FILE REMOTE DECLARATION MUST BE MADE IN           
6962                          OUTER-MOST BLOCK.                                 
6991                          ARGUMENT OF SEARCH IS STRING LONGER THAN          
6992                          63 CHARACTERS IN LENGTH.                          
7001 AMONG                   MISSING STRING AFTER AMONG.                        
7011 BITXP                   REPEAT INDICATOR TOO LARGE IN BIT EXPRESSION.      
7021 BITXP                   BIT1 OR BIT0 EXPECTED.                             
7031 STRINGINT               REPEAT INDICATOR NOT PERMITTED HERE.               
7041 STRINGXP                STRING EXPRESSION (LENGTH) OVERFLOW.               
7051 STRINGXP                QUOTED STRING TOO LONG.                            
7061 STRINGLOOP              MISSING COLON.                                     
7071 STRINGLOOP              STRING EXPRESSION TOO LARGE.                       
7081 STRINGXP                STRING EXPRESSION CANNOT CONTAIN THIS              
7082                         TYPE QUANTITY.                                     
7091 STRINGXP                REPEAT INDICATOR TOO LARGE.                        
7101 STRINGVAR               SUBSTRING NOT IN DESIGNATED STRING                 
7102                         OR MISSING OR FORMAL STRING IDENTIFIER.            
7111 STRINGVAR               ARRAY ROW DESIGNATOR NOT PERMITTED HERE.           
7121 STRINGVAR               STRING DESIGNATOR NOT PERMITTED HERE.              
7131 STRINGVAR               STARTING POSITION PLUS SUBSTRING LENGTH            
7132                         EXCEEDS LENGTH OF MAIN STRING.                     
7141 STRINGXP                MISSING RELATIONAL OPERATOR IN STRING              
7142                         COMPARISON EXPRESSION.                             
7151 STRINGLOOP              MISSING RIGHT BRACKET.                             
7161 STRINGXP                STRINGS ON LEFT AND RIGHT HAND SIDES               
7162                         OF RELATIONAL OPERATOR KNOWN TO BE OF              
7163                         UNEQUAL LENGTH.                                    
7171 STRINGSEC               MISSING ASSIGNMENT OPERATOR                        
9001                          MISMATCHED PARENTHESES                            
9011                          MISSING BOOLEAN OPERAND                           
9021                          TOO MANY BOOLEANS SET                             
9031                          MISSING COMMA                                     
9041                          MISSING "IF"                                      
9051                          UNRECOGNIZED WORD OR CHARACTER                    
9061                          MISSING SEQUENCE NUMBER                           
9071                          MISSING SEMICOLON                                 
9081                          MISSING BOOLEAN ID, "=" OR TRUTH VALUE ON SET CARD
9991                           COMPILATION TERMINATED PREMATURELY.              
